2019/04/24,HV,4,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,12,SUPER MODEL,C Schofield,C S Shum,117,1107,10,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,1,HERO TIME,G van Niekerk,R Gibson,133,1110,11,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,2,GOLDEN GLORY,U Rispoli,K H Ting,132,1049,8,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,3,GIFT OF LIFELINE,K Teetan,A T Millard,131,1003,5,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,4,FLYING MONKEY,M L Yeung (-2),T P Yung,127,1058,2,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,5,ONE STEP AHEAD,Z Purton,P O'Sullivan,126,1003,6,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,6,THE SHOW,C Wong (-5),C H Yip,126,1079,1,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,7,LORIZ,K C Leung,P F Yiu,124,1194,9,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,8,LIGHTNING STEED,C Schofield,C Fownes,123,1067,4,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,9,REGENCY DARLING,M F Poon (-3),K L Man,123,1218,7,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,10,DRAGON DANCE,R Bayliss,Y S Tsui,122,1079,10,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,11,BRAVE COMMAND,J Moreira,J Size,120,1056,12,-,-,00:00.00,-
2019/04/24,HV,5,GOOD,INCHEON HANDICAP,TURF - "C" Course,-,Class 4,1200M,-,12,GLITTERING ARMOUR,C Y Ho,K W Lui,117,1182,3,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,1,WECARE N PROSPER,M Harley,Y S Tsui,133,1149,8,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,2,FAT TURTLE,Z Purton,F C Lor,130,1154,11,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,3,MR GENUINE,C Y Ho,D J Hall,128,1059,4,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,4,RED DESERT,J Moreira,J Size,124,1030,6,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,5,BRAVERY AND POWER,N Callan,D E Ferraris,121,1042,12,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,6,CASA DE FORCA,K Teetan,A S Cruz,121,1181,7,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,7,HAPPY WIN WIN,U Rispoli,C H Yip,121,1005,9,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,8,JENERATOR,C Schofield,C Fownes,121,1193,1,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,9,PLANET STAR,C Wong (-5),P O'Sullivan,121,1213,10,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,10,DIAMOND RHYME,R Bayliss,K W Lui,119,1036,5,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,11,LADY FIRST,K C Leung,K H Ting,115,1005,2,-,-,00:00.00,-
2019/04/24,HV,6,GOOD,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),TURF - "C" Course,-,Class 3,1200M,-,12,SPLIT OF A SECOND,M F Poon (-3),L Ho,115,1089,3,-,-,00:00.00,-
